Data Collected by : Mallory Barkdull ,
"Ngeremlengui, Palau ",
Summer 2015,
,
Cross sectional Flux,Flux/width
(cubic meters per second),(cubic meters per second per meter)
-113.9241519,-0.584389876
-257.6354882,-1.129629915
-309.4003315,-1.408912781
-256.4664973,-0.961038947
-167.6648472,-0.63537278
17.79390629,-0.131507771
141.7398352,0.504198801
372.4790638,1.38336324
360.9324937,1.06989891
395.0029444,1.290409308
207.7394155,0.679545061
179.5357533,0.674022437
154.9939826,0.481170851
132.3036903,0.401970966
52.39955275,0.095149093
-81.62340119,-0.230267762
-28.86292693,-0.235319729
-161.0417722,-0.473670688
-103.1216771,-0.537071605
-134.8241697,-0.234790217
